ticker,year,semantic_text_similarity,semantic_similarity_status,semantic_similarity_gap_reason,semantic_embedding_model
SLB,2016,28.559691,computed,,sentence-transformers/all-MiniLM-L6-v2
SLB,2017,27.923898,computed,,sentence-transformers/all-MiniLM-L6-v2
SLB,2018,27.848564,computed,,sentence-transformers/all-MiniLM-L6-v2
SLB,2019,28.249197,computed,,sentence-transformers/all-MiniLM-L6-v2
SLB,2020,,missing_part1_text,Part 1 stated-values clean text is unavailable.,
SLB,2021,,missing_part1_text,Part 1 stated-values clean text is unavailable.,
SLB,2022,19.715101,computed,,sentence-transformers/all-MiniLM-L6-v2
SLB,2023,10.555642,computed,,sentence-transformers/all-MiniLM-L6-v2
SLB,2024,8.206665,computed,,sentence-transformers/all-MiniLM-L6-v2
TGT,2016,-12.497373,computed,,sentence-transformers/all-MiniLM-L6-v2
TGT,2017,-12.561612,computed,,sentence-transformers/all-MiniLM-L6-v2
TGT,2018,-12.602354,computed,,sentence-transformers/all-MiniLM-L6-v2
TGT,2019,-12.296231,computed,,sentence-transformers/all-MiniLM-L6-v2
TGT,2020,25.732268,computed,,sentence-transformers/all-MiniLM-L6-v2
TGT,2021,24.685029,computed,,sentence-transformers/all-MiniLM-L6-v2
TGT,2022,26.048808,computed,,sentence-transformers/all-MiniLM-L6-v2
TGT,2023,18.534393,computed,,sentence-transformers/all-MiniLM-L6-v2
TGT,2024,27.814244,computed,,sentence-transformers/all-MiniLM-L6-v2
TJX,2016,,missing_part1_text,Part 1 stated-values clean text is unavailable.,
TJX,2017,24.224764,computed,,sentence-transformers/all-MiniLM-L6-v2
TJX,2018,23.764663,computed,,sentence-transformers/all-MiniLM-L6-v2
TJX,2019,20.874438,computed,,sentence-transformers/all-MiniLM-L6-v2
TJX,2020,23.475039,computed,,sentence-transformers/all-MiniLM-L6-v2
TJX,2021,20.488139,computed,,sentence-transformers/all-MiniLM-L6-v2
TJX,2022,21.597548,computed,,sentence-transformers/all-MiniLM-L6-v2
TJX,2023,18.541736,computed,,sentence-transformers/all-MiniLM-L6-v2
TJX,2024,24.880431,computed,,sentence-transformers/all-MiniLM-L6-v2
TMO,2016,11.115111,computed,,sentence-transformers/all-MiniLM-L6-v2
TMO,2017,14.886649,computed,,sentence-transformers/all-MiniLM-L6-v2
TMO,2018,9.875018,computed,,sentence-transformers/all-MiniLM-L6-v2
TMO,2019,17.54039,computed,,sentence-transformers/all-MiniLM-L6-v2
TMO,2020,18.137373,computed,,sentence-transformers/all-MiniLM-L6-v2
TMO,2021,13.90117,computed,,sentence-transformers/all-MiniLM-L6-v2
TMO,2022,17.137245,computed,,sentence-transformers/all-MiniLM-L6-v2
TMO,2023,35.085486,computed,,sentence-transformers/all-MiniLM-L6-v2
TMO,2024,,missing_part1_text,Part 1 stated-values clean text is unavailable.,
TSLA,2016,18.738512,computed,,sentence-transformers/all-MiniLM-L6-v2
TSLA,2017,4.849471,computed,,sentence-transformers/all-MiniLM-L6-v2
TSLA,2018,-0.984995,computed,,sentence-transformers/all-MiniLM-L6-v2
TSLA,2019,-0.995488,computed,,sentence-transformers/all-MiniLM-L6-v2
TSLA,2020,-1.116951,computed,,sentence-transformers/all-MiniLM-L6-v2
TSLA,2021,-0.899865,computed,,sentence-transformers/all-MiniLM-L6-v2
TSLA,2022,-0.870571,computed,,sentence-transformers/all-MiniLM-L6-v2
TSLA,2023,-4.029779,computed,,sentence-transformers/all-MiniLM-L6-v2
TSLA,2024,13.752322,computed,,sentence-transformers/all-MiniLM-L6-v2
UNH,2016,14.017862,computed,,sentence-transformers/all-MiniLM-L6-v2
UNH,2017,20.302338,computed,,sentence-transformers/all-MiniLM-L6-v2
UNH,2018,22.447588,computed,,sentence-transformers/all-MiniLM-L6-v2
UNH,2019,23.461924,computed,,sentence-transformers/all-MiniLM-L6-v2
UNH,2020,15.270132,computed,,sentence-transformers/all-MiniLM-L6-v2
UNH,2021,10.198615,computed,,sentence-transformers/all-MiniLM-L6-v2
UNH,2022,14.434819,computed,,sentence-transformers/all-MiniLM-L6-v2
UNH,2023,,missing_part1_text,Part 1 stated-values clean text is unavailable.,
UNH,2024,,missing_part1_text,Part 1 stated-values clean text is unavailable.,
VLO,2016,,missing_part1_text,Part 1 stated-values clean text is unavailable.,
VLO,2017,,missing_part1_text,Part 1 stated-values clean text is unavailable.,
VLO,2018,,missing_part1_text,Part 1 stated-values clean text is unavailable.,
VLO,2019,,missing_part1_text,Part 1 stated-values clean text is unavailable.,
VLO,2020,18.317596,computed,,sentence-transformers/all-MiniLM-L6-v2
VLO,2021,16.624696,computed,,sentence-transformers/all-MiniLM-L6-v2
VLO,2022,32.155041,computed,,sentence-transformers/all-MiniLM-L6-v2
VLO,2023,43.574845,computed,,sentence-transformers/all-MiniLM-L6-v2
VLO,2024,35.629425,computed,,sentence-transformers/all-MiniLM-L6-v2
WFC,2016,15.451692,computed,,sentence-transformers/all-MiniLM-L6-v2
WFC,2017,14.895595,computed,,sentence-transformers/all-MiniLM-L6-v2
WFC,2018,-6.283878,computed,,sentence-transformers/all-MiniLM-L6-v2
WFC,2019,-6.240084,computed,,sentence-transformers/all-MiniLM-L6-v2
WFC,2020,33.701945,computed,,sentence-transformers/all-MiniLM-L6-v2
WFC,2021,31.321992,computed,,sentence-transformers/all-MiniLM-L6-v2
WFC,2022,39.369306,computed,,sentence-transformers/all-MiniLM-L6-v2
WFC,2023,43.785489,computed,,sentence-transformers/all-MiniLM-L6-v2
WFC,2024,35.727082,computed,,sentence-transformers/all-MiniLM-L6-v2
XOM,2016,,missing_part1_text,Part 1 stated-values clean text is unavailable.,
XOM,2017,,missing_part1_text,Part 1 stated-values clean text is unavailable.,
XOM,2018,,missing_part1_text,Part 1 stated-values clean text is unavailable.,
XOM,2019,0.661233,computed,,sentence-transformers/all-MiniLM-L6-v2
XOM,2020,0.578175,computed,,sentence-transformers/all-MiniLM-L6-v2
XOM,2021,,missing_part2_text,Part 2 proxy clean text is unavailable.,
XOM,2022,,missing_part1_text,Part 1 stated-values clean text is unavailable.,
XOM,2023,36.889905,computed,,sentence-transformers/all-MiniLM-L6-v2
XOM,2024,34.043952,computed,,sentence-transformers/all-MiniLM-L6-v2
