ticker,year,changed_from_prior,change_score,change_magnitude,linguistic_shift_notes
HAL,2024,True,0.571765,substantive_change,"{""added"": [""Founded in 1919, Halliburton is one of the world's leading providers of products and services to the energy industry."", ""We create innovative technologies, products, and services that help our customers maximize their value throughout the life cycle of an asset and advance a sustainable energy future."", ""0.02""], ""removed"": [""Halliburton is one of the world's leading providers of products and services to the energy industry."", ""Founded in 1919, we create innovative technologies, products, and services that help our customers maximize their value throughout the life cycle of an asset and advance a sustainable energy future."", ""Collaborating and engineering solutions to maximize asset value""]}"
HD,2016,,,no_prior,
HD,2017,True,0.249882,substantive_change,"{""added"": [""HOME DEPOT CELEBRATES FALCONS IN HOMETOWN"", ""HOME DEPOT CELEBRATES FALCONS IN HOMETOWN"", ""Read Story""], ""removed"": [""Company"", ""CEO Craig Menear Talks Innovation: Follow the Consumer"", ""CEO Craig Menear Talks Innovation: Follow the Consumer""]}"
HD,2018,True,0.269896,substantive_change,"{""added"": [""Infographic: The Home Depot Announces Second Quarter 2018 Results; Updates Fiscal Year 2018 Guidance"", ""Infographic: The Home Depot Announces Second Quarter 2018 Results; Updates Fiscal Year 2018 Guidance"", ""From Store to Store Support Center – Internships that Grow Home Depot Careers""], ""removed"": [""HOME DEPOT CELEBRATES FALCONS IN HOMETOWN"", ""HOME DEPOT CELEBRATES FALCONS IN HOMETOWN"", ""Hofmann Honored by NRF Foundation""]}"
HD,2019,True,0.23279,substantive_change,"{""added"": [""Go Behind the Scenes with “Give Me An H” - The Home Depot's Podcast Series Takes You Into Uncharted Territory"", ""Go Behind the Scenes with “Give Me An H” - The Home Depot's Podcast Series Takes You Into Uncharted Territory"", ""Read Story""], ""removed"": [""Go Behind the Scenes with “Give Me An H” - The Home Depot's Podcast Series Takes You Into Uncharted Territory"", ""Go Behind the Scenes with “Give Me An H” - The Home Depot's Podcast Series Takes You Into Uncharted Territory"", ""Read Story""]}"
HD,2020,True,0.082031,minor_edit,"{""added"": [""Foundation"", ""Company"", ""Memorial Day Mystery: The Case of The Home Depot’s American Flag Disposal Box""], ""removed"": [""Community"", ""Go Behind the Scenes with “Give Me An H” - The Home Depot's Podcast Series Takes You Into Uncharted Territory"", ""Go Behind the Scenes with “Give Me An H” - The Home Depot's Podcast Series Takes You Into Uncharted Territory""]}"
HD,2021,,,indeterminate,
HD,2022,,,indeterminate,
HD,2023,True,0.250923,substantive_change,"{""added"": [""In more than 2,300 stores across North America, we aspire to excel in service – to our customers, associates, communities and shareholders."", ""Today, The Home Depot is the world's largest home improvement retailer with approximately 500,000 orange-blooded associates and more than 2,300 stores in the U.S., Canada and Mexico."", ""June 27, 2023""], ""removed"": [""In 2,300 stores across North America, we aspire to excel in service – to our customers, associates, communities and shareholders."", ""Today, The Home Depot is the world's largest home improvement retailer with approximately 500,000 orange-blooded associates and 2,300 stores in the U.S., Canada and Mexico."", ""July 20, 2022""]}"
HD,2024,True,0.271375,substantive_change,"{""added"": [""Today, The Home Depot is the world's largest home improvement retailer with approximately 475,000 orange-blooded associates and more than 2,300 stores in the U.S., Canada and Mexico."", ""June 24, 2024"", ""The Home Depot Foundation Invests $9 Million to Provide Housing for More Than 3,400 Veterans Battling Homelessness""], ""removed"": [""Today, The Home Depot is the world's largest home improvement retailer with approximately 500,000 orange-blooded associates and more than 2,300 stores in the U.S., Canada and Mexico."", ""June 27, 2023"", ""30 Years of Giving Back: Celebrating Three Decades with Team Depot""]}"
IBM,2016,,,no_prior,
IBM,2017,,,indeterminate,
IBM,2018,,,indeterminate,
IBM,2019,,,indeterminate,
IBM,2020,,,indeterminate,
IBM,2021,True,0.134541,substantive_change,"{""added"": [""Innovation and transformation"", ""View Smarter architecture with hybrid cloud"", ""The world is going hybrid with IBM""], ""removed"": [""Solutions"", ""View The cloud for smarter business"", ""The cloud for smarter business""]}"
IBM,2022,True,0.142494,substantive_change,"{""added"": [""\""It is my great privilege to announce the 2021 Class of IBM Fellows, an extraordinary group of scientists, engineers, and developers who have earned our company's pre-eminent technical honor."", ""We recognize these eight new Fellows for their outstanding and sustained technical achievements and leadership in engineering, programming, services, science, and technology.\"""", ""— Dario Gil, SVP and Director of IBM Research""], ""removed"": [""Every year, an elite contingent of IBMers earns the title of IBM Fellow."", ""This year's 12 new IBM Fellows come from Asia, the Americas and Europe."", ""They have worked across multiple business units to assist our clients in their digital transformations and migrations to AI and Cloud.""]}"
IBM,2023,True,0.861416,substantive_change,"{""added"": [""01 Overview"", ""02 What IBM does"", ""03 Our impact""], ""removed"": [""01 People"", ""02 Solutions"", ""03 Clients""]}"
IBM,2024,True,0.423208,substantive_change,"{""added"": [""About | IBM"", ""Home about About IBM"", ""Creators, partners and clients putting technology to work in the real world""], ""removed"": [""01 Overview"", ""02 What IBM does"", ""03 Our impact""]}"
INTC,2016,,,no_prior,
INTC,2017,True,0.366412,substantive_change,"{""added"": [""We're #14."", ""See the rankings"", ""We’re #44.""], ""removed"": [""The browser version you are using is not recommended for this site."", ""Please consider upgrading to the latest version of your browser by clicking one of the following links."", ""Safari""]}"
INTC,2018,True,0.162602,substantive_change,"{""added"": [""We're #15."", ""We’re #45."", ""Show more Show less""], ""removed"": [""We're #14."", ""We’re #46."", ""Show more Show less""]}"
INTC,2019,True,0.04878,minor_edit,"{""added"": [""We're #11."", ""We’re #38."", ""Twitter @WeAreIntel""], ""removed"": [""We're #15."", ""We’re #44."", ""Twitter @JobsatIntel""]}"
INTC,2020,True,0.843949,substantive_change,"{""added"": [""Our Purpose"", ""We create world-changing technology that enriches the lives of every person on earth."", ""We are inspired to:""], ""removed"": [""Intel Company Overview"", ""Want to Work at Intel?"", ""Find open positions and get to know our culture.""]}"
INTC,2021,True,0.187291,substantive_change,"{""added"": [""Catalyst for Wonderful"", ""At Intel, we’re setting a new standard for corporate responsibility, enacting meaningful change throughout our entire global network."", ""From advancing climate solutions to diversity and inclusion initiatives, we’re uniting our partners, our customers, and our global technology portfolio to achieve something wonderful.""], ""removed"": []}"
INTC,2022,True,0.165217,substantive_change,"{""added"": [""We create world-changing technology that improves the life of every person on the planet."", ""Our values—Customer First, Fearless Innovation, Results Driven, One Intel, Inclusion, Quality and Integrity—guide how we make decisions, treat each other, serve our customers to achieve their goals and shape technology as a force for good."", ""2030 Strategy and Goals""], ""removed"": [""We create world-changing technology that enriches the lives of every person on earth."", ""Vision"", ""To be the trusted performance leader that unleashes the potential of data.""]}"
INTC,2023,True,0.892449,substantive_change,"{""added"": [""Intel Shapes the Future of Technology"", ""Intel’s more than 121,000 employees are shaping the future with computing and connectivity technologies."", ""We are in an era of sustained, long‑term demand""], ""removed"": [""Our Purpose"", ""We create world-changing technology that improves the life of every person on the planet."", ""We are inspired to:""]}"
INTC,2024,True,0.170732,substantive_change,"{""added"": [""Intel’s more than 120,300 employees are shaping the future with computing and connectivity technologies."", ""$54B"", ""total revenue in 2023""], ""removed"": [""Intel’s more than 121,000 employees are shaping the future with computing and connectivity technologies."", ""$63B"", ""total revenue in 2022""]}"
JNJ,2016,,,no_prior,
JNJ,2017,,,indeterminate,
JNJ,2018,True,0.253112,substantive_change,"{""added"": [""The Values That Guide Our Decision-Making Are Spelled Out in Our Credo"", ""Diversity Is a Core Part of Our Culture"", ""We’ve Championed Women at Work, at Home and Across the World—Since 1886""], ""removed"": [""Strategic Framework"", ""Johnson & Johnson Receives 8 Prix Galien USA Award Nominations"", ""4 Johnson & Johnson Innovations That Could Help Revolutionize Your Health""]}"
JNJ,2019,True,0.350746,substantive_change,"{""added"": [""t Johnson & Johnson, we believe good health is the foundation of vibrant lives, thriving communities and forward progress."", ""That’s why for more than 130 years, we have aimed to keep people well at every age and every stage of life."", ""Today, as the world’s largest and most broadly based healthcare company, we are committed to using our reach and size for good.""], ""removed"": [""Caring for the world, one person at a time, inspires and unites the people of Johnson & Johnson."", ""We embrace innovation—bringing ideas, products and services to life to advance the health and well-being of people around the world."", ""We believe in collaboration, and that has led to breakthrough after breakthrough, from medical miracles that have changed lives, to the simple consumer products that make every day a little better.""]}"
JNJ,2020,True,0.065844,minor_edit,"{""added"": [""How We’re Mobilizing Our Resources to Help Find Solutions for COVID-19"", ""Learn More"", ""2019 Health for Humanity Report""], ""removed"": [""2018 Health for Humanity Report"", ""2018 Health for Humanity Report"", ""2018 Annual Report""]}"
JNJ,2021,True,0.103448,substantive_change,"{""added"": [""About Johnson & Johnson | Johnson & Johnson Skip to content"", ""✕"", ""Internet Explorer is no longer supported by this website.""], ""removed"": [""About Johnson & Johnson | Johnson & Johnson"", ""How We’re Mobilizing Our Resources to Help Find Solutions for COVID-19"", ""2019 Health for Humanity Report""]}"
JNJ,2022,True,0.034884,minor_edit,"{""added"": [""ON NOW 2021 Health for Humanity Report"", ""2021 Health for Humanity Report"", ""2021 Health for Humanity Report""], ""removed"": [""Johnson & Johnson COVID-19 Vaccinations Resume Following CDC and FDA Decision"", ""Learn More"", ""2020 Health for Humanity Report""]}"
JNJ,2023,True,0.082397,minor_edit,"{""added"": [""About Johnson & Johnson | Johnson & Johnson"", ""jobs.jnj.com/en/jobs/"", ""Skip to content""], ""removed"": [""About Johnson & Johnson | Johnson & Johnson Skip to content"", ""That’s why for more than 130 years, we have aimed to keep people well at every age and every stage of life."", ""Today, as the world’s largest and most broadly based healthcare company, we are committed to using our reach and size for good.""]}"
JNJ,2024,True,0.739819,substantive_change,"{""added"": [""Discover J&J"", ""At Johnson & Johnson, we believe health is everything."", ""Our strength in healthcare innovation empowers us to build a world where complex diseases are prevented, treated and cured, treatments are smarter and less invasive and solutions are personal.""], ""removed"": [""About Johnson & Johnson | Johnson & Johnson"", ""jobs.jnj.com/en/jobs/"", ""Skip to content""]}"
JPM,2016,,,no_prior,
JPM,2017,,,indeterminate,
JPM,2018,,,indeterminate,
JPM,2019,,,indeterminate,
JPM,2020,,,indeterminate,
JPM,2021,True,0.005051,minor_edit,"{""added"": [""Certain principles are fundamental to our success and each of these principles is how we will become the best and most respected bank in the world.""], ""removed"": [""Certain principles are fundamental to our succes and each of these principles is how we will become the best and most respected bank in the world.""]}"
JPM,2022,False,0.0,unchanged_exact,
JPM,2023,False,0.0,unchanged_exact,
JPM,2024,True,0.809181,substantive_change,"{""added"": [""These four principles are fundamental to our success and guide our efforts within the firm and around the world."", ""See how we do business"", ""Our leadership""], ""removed"": [""Who We Are"", ""In a fast-moving and increasingly complex global economy, our success depends on how faithfully we adhere to our core principles: delivering exceptional client service; acting with integrity and responsibility; and supporting the growth of our employees."", ""Built on Principle""]}"
LLY,2016,,,no_prior,
LLY,2017,True,0.637832,substantive_change,"{""added"": [""We were founded in 1876 by Colonel Eli Lilly, a man committed to creating high-quality medicines that met real needs in an era of unreliable elixirs peddled by questionable characters."", ""His charge to the generations of employees who have followed was this: “Take what you find here and make it better and better.”"", ""More than 140 years later, we remain committed to his vision through every aspect of our business and the people we serve starting with those who take our medicines, and extending to health care professionals, employees and the communities in which we live.""], ""removed"": [""Across the globe, Lilly employees work to discover and bring life-changing medicines to those who need them, improve the understanding and management of disease, and give back to communities through philanthropy and volunteerism."", ""We were founded in 1876 by Colonel Eli Lilly, a man committed to creating high-quality medicines that meet real needs."", ""More than a century later, we are passionate about building on this precedent in our continued pursuit to make life better for individuals, communities, and the world around us.""]}"
LLY,2018,False,0.0,unchanged_exact,
LLY,2019,True,0.125874,substantive_change,"{""added"": [""Lilly was founded in 1876 by Colonel Eli Lilly, a man committed to creating high-quality medicines that met real needs in an era of unreliable elixirs peddled by questionable characters."", ""Our Purpose"", ""Lilly unites caring with discovery to create medicines that make life better for people around the world.""], ""removed"": [""We were founded in 1876 by Colonel Eli Lilly, a man committed to creating high-quality medicines that met real needs in an era of unreliable elixirs peddled by questionable characters."", ""Our promise"", ""Lilly unites caring with discovery to make life better for people around the world.""]}"
LLY,2020,False,0.0,unchanged_exact,
LLY,2021,,,indeterminate,
LLY,2022,,,indeterminate,
LLY,2023,,,indeterminate,
LLY,2024,,,indeterminate,
LOW,2016,,,no_prior,
LOW,2017,,,indeterminate,
LOW,2018,,,indeterminate,
LOW,2019,,,indeterminate,
LOW,2020,,,indeterminate,
LOW,2021,True,0.079646,minor_edit,"{""added"": [""20M"", ""~$90B"", ""Sales in 2020""], ""removed"": [""~18m"", ""$72.1B"", ""Sales in 2019""]}"
LOW,2022,True,0.328358,substantive_change,"{""added"": [""19M+"", ""Customer transactions"", ""$96.3B""], ""removed"": [""20M"", ""Customers Served"", ""~$90B""]}"
LOW,2023,,,indeterminate,
LOW,2024,True,0.849635,substantive_change,"{""added"": [""More Than Home Improvement"", ""The people we serve are at the heart of everything we do."", ""Our associates have deep home improvement experience and training, and can give you the expert advice you need to do your project right.""], ""removed"": [""Our business"", ""Our team proudly serves approximately 19 million customer transactions per week in the United States."", ""Lowe’s operates or services nearly 1,700 home improvement and hardware stores and employs approximately 300,000 associates.""]}"
MCD,2016,,,no_prior,
MCD,2017,,,indeterminate,
MCD,2018,,,indeterminate,
MCD,2019,,,indeterminate,
MCD,2020,,,indeterminate,
MCD,2021,True,0.363942,substantive_change,"{""added"": [""Download PDF (2.7 MB)"", ""Download PDF (869 KB)""], ""removed"": [""Our Purpose & Impact"", ""What matters to you matters to us."", ""Here at McDonald’s, our purpose is to feed and foster communities.""]}"
MCD,2022,True,0.2,substantive_change,"{""added"": [""Diversity Snapshot"", ""Track our progress against our diversity, equity, and inclusion strategy with us."", ""Learn More""], ""removed"": [""Because we know there’s a difference between being in a community and being part of one."", ""We are helping to create a future of quality, secure and sustainable food."", ""Impact Areas""]}"
MCD,2023,True,0.85376,substantive_change,"{""added"": [""Feeding and Fostering Communities"", ""2021–2022 Purpose & Impact Progress Summary"", ""Explore our main points of ESG progress and performance from 2021–2022.""], ""removed"": [""What matters to you matters to us."", ""Diversity Snapshot"", ""Track our progress against our diversity, equity, and inclusion strategy with us.""]}"
MCD,2024,True,0.29108,substantive_change,"{""added"": [""Our purpose is to feed and foster communities."", ""Purpose & Impact Report 2022–2023"", ""Explore our full progress, performance and actions in FY2022 in our latest report.""], ""removed"": [""Feeding and Fostering Communities"", ""2021–2022 Purpose & Impact Progress Summary"", ""Explore our main points of ESG progress and performance from 2021–2022.""]}"
MDT,2016,,,no_prior,
MDT,2017,,,indeterminate,
MDT,2018,,,indeterminate,
MDT,2019,,,indeterminate,
MDT,2020,,,indeterminate,
MDT,2021,,,indeterminate,
MDT,2022,True,0.092949,minor_edit,"{""added"": [""Copy Link"", ""Healthcare technology"", ""Improving people’s lives with groundbreaking tech""], ""removed"": [""The father of a Type 1 diabetic who worries constantly about his son’s blood sugar spiking when he’s at a friend’s house."", ""Insight-driven care"", ""Committed to compassion, we make technologies that transform two lives per second — and that's just the start.""]}"
MDT,2023,True,0.525469,substantive_change,"{""added"": [""Health tech for a better future | Medtronic"", ""Health tech for a better future"", ""From AI to connected care and beyond, our technology is building a bridge to better health for more people.""], ""removed"": [""Our Company | Medtronic"", ""Engineering the extraordinary"", ""Groundbreaking healthcare technology solutions, inspiring hope and possibility in people around the world""]}"
MDT,2024,True,0.016529,minor_edit,"{""added"": [""With 95,000-plus people in over 150 countries, we see extraordinary possibilities to further increase our positive impact in the world."", ""Email"", ""Copy Link""], ""removed"": [""Print"", ""Email"", ""Copy Link""]}"
META,2016,,,no_prior,
META,2017,,,indeterminate,
META,2018,,,indeterminate,
META,2019,,,indeterminate,
META,2020,True,0.039916,minor_edit,"{""added"": [""Our products empower more than 3 billion people around the world to share ideas, offer support and make a difference."", ""$3 billion+ raised"", ""160 million+ businesses""], ""removed"": [""We’re committed to building technologies that enable the best of what people can do together."", ""Our products empower more than 2 billion people around the world to share ideas, offer support and make a difference."", ""$2 billion+ raised""]}"
META,2021,True,0.027484,minor_edit,"{""added"": [""$5 billion+ raised"", ""200 million+ businesses"", ""Chris Cox""], ""removed"": [""$3 billion+ raised"", ""160 million+ businesses"", ""Offices in 70 cities worldwide""]}"
META,2022,True,0.763985,substantive_change,"{""added"": [""Company Information, Culture, and Principles | About"", ""Skip to content"", ""$6 billion+ raised""], ""removed"": [""$5 billion+ raised"", ""100 billion+ messages shared every day"", ""Serve Everyone""]}"
META,2023,True,0.636364,substantive_change,"{""added"": [""Company Information, Culture, and Principles | About Meta"", ""Giving people the power to build community and bring the world closer together"", ""Our products empower more than 3 billion people around the world to share ideas and offer support.""], ""removed"": [""Company Information, Culture, and Principles | About"", ""Give people the power to build community and bring the world closer together."", ""Our products empower more than 3 billion people around the world to share ideas, offer support and make a difference.""]}"
META,2024,True,0.006061,minor_edit,"{""added"": [""Now, Meta is moving beyond 2D screens toward immersive experiences like augmented, virtual and mixed reality to help build the next evolution in social technology.""], ""removed"": [""Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology.""]}"
MPC,2016,,,no_prior,
MPC,2017,True,0.763713,substantive_change,"{""added"": [""Supplier Diversity"", ""Supplier Relations >"", ""Supplier Diversity""], ""removed"": [""Corporate Officers"", ""Corporate Profile >"", ""Corporate Officers""]}"
MPC,2018,True,0.767932,substantive_change,"{""added"": [""Corporate Officers"", ""Corporate Profile >"", ""Corporate Officers""], ""removed"": [""Supplier Diversity"", ""Supplier Relations >"", ""Supplier Diversity""]}"
MPC,2019,True,0.89899,substantive_change,"{""added"": [""We are Marathon Petroleum"", ""“At Marathon Petroleum, we are proud of the important work we do."", ""It is a privilege to work every day with so many talented people who are dedicated to our values, care about our customers, and make the communities where we operate better places to live.”""], ""removed"": [""Corporate Officers"", ""Home >"", ""About MPC >""]}"
MPC,2020,True,0.196172,substantive_change,"{""added"": [""We are MPC"", ""About MPC"", ""MPC also owns the general partner and majority limited partner interest in MPLX LP, a midstream company which owns and operates gathering, processing, and fractionation assets, as well as crude oil and light product transportation and logistics infrastructure.""], ""removed"": [""We are Marathon Petroleum"", ""“At Marathon Petroleum, we are proud of the important work we do."", ""It is a privilege to work every day with so many talented people who are dedicated to our values, care about our customers, and make the communities where we operate better places to live.”""]}"
MPC,2021,True,0.128492,substantive_change,"{""added"": [""Marathon Petroleum Corporation (MPC) is a leading, integrated, downstream energy company headquartered in Findlay, Ohio."", ""The company operates the nation's largest refining system."", ""MPC's marketing system includes branded locations across the United States, including Marathon brand retail outlets.""], ""removed"": [""Marathon Petroleum Corporation is a leading, integrated, downstream energy company headquartered in Findlay, Ohio."", ""The company operates the nation’s largest refining system with more than 3 million barrels per day of crude oil capacity across 16 refineries."", ""Marathon Petroleum's marketing system includes branded locations across the United States, including Marathon branded outlets.""]}"
MPC,2022,True,0.006289,minor_edit,"{""added"": [""CREATING SHARED VALUE""], ""removed"": [""CREATING SHARED VALUE AT MPC""]}"
MPC,2023,False,0.0,unchanged_exact,
MPC,2024,True,0.053892,minor_edit,"{""added"": [""Read the latest news"", ""See our operations"", ""Come make a difference""], ""removed"": [""CREATING SHARED VALUE""]}"
MRK,2016,,,no_prior,
MRK,2017,,,indeterminate,
MRK,2018,,,indeterminate,
MRK,2019,,,indeterminate,
MRK,2020,,,indeterminate,
MRK,2021,True,0.319149,substantive_change,"{""added"": [""For 130 years, Merck (known as MSD outside of the U.S."", ""74K"", ""$13.6B""], ""removed"": [""For more than 125 years, Merck (known as MSD outside of the U.S."", ""71K"", ""$9.9B""]}"
MRK,2022,True,0.620098,substantive_change,"{""added"": [""We aspire to be the premier research-intensive biopharmaceutical company"", ""Our purpose: We use the power of leading-edge science to save and improve lives around the world"", ""For more than 130 years, we have brought hope to humanity through the development of important medicines and vaccines.""], ""removed"": [""We invent for a more hopeful future."", ""We aspire to be the premier research-intensive biopharmaceutical company in the world"", ""For 130 years, Merck (known as MSD outside of the U.S.""]}"
MRK,2023,False,0.0,unchanged_exact,
MRK,2024,True,0.590909,substantive_change,"{""added"": [""Who we are"", ""We aspire to be the premier research-intensive biopharmaceutical company."", ""We’re at the forefront of research to deliver innovative health solutions that advance the prevention and treatment of diseases in people and animals.""], ""removed"": [""About our company"", ""We aspire to be the premier research-intensive biopharmaceutical company"", ""For more than 130 years, we have brought hope to humanity through the development of important medicines and vaccines.""]}"
MS,2016,,,no_prior,
MS,2017,False,0.0,unchanged_exact,
MS,2018,False,0.0,unchanged_exact,
MS,2019,False,0.0,unchanged_exact,
MS,2020,True,0.944732,substantive_change,"{""added"": [""About Us | Morgan Stanley"", ""Institute for Sustainable Investing"", ""Institute for Sustainable Investing""], ""removed"": [""1935"", ""Laying The Foundation"", ""Morgan Stanley formally opens its doors for business at 2 Wall Street, New York City, on September 16, 1935.""]}"
MS,2021,False,0.0,unchanged_exact,
MS,2022,False,0.0,unchanged_exact,
MS,2023,False,0.0,unchanged_exact,
MS,2024,True,0.252101,substantive_change,"{""added"": [""Ideas"", ""The Latest on Markets and the Economy"", ""At Morgan Stanley, we lead with exceptional ideas.""], ""removed"": [""Technology"", ""Reducing our Carbon Footprint"", ""New fuel-cell system and six-acre solar panel field at Morgan Stanley's Westchester campus help reduce the firm's carbon footprint.""]}"
MSFT,2016,,,no_prior,
MSFT,2017,True,0.805556,substantive_change,"{""added"": [""Our mission is to empower every person and every organization on the planet to achieve more.""], ""removed"": [""About Microsoft"", ""Our company"", ""Find out all about Microsoft—company facts, news, how to contact us, and more.""]}"
MSFT,2018,True,0.798077,substantive_change,"{""added"": [""Innovating from the ocean floor module"", ""We’re supporting more than 1,000 researchers at Microsoft labs around the world to achieve scientific breakthroughs."", ""Learn about our researchAdvancing a future for everyone""], ""removed"": [""Our mission is to empower every person and every organization on the planet to achieve more.""]}"
MSFT,2019,,,indeterminate,
MSFT,2020,True,0.128571,substantive_change,"{""added"": [""Our mission is to empower every person and every organization on the planet to achieve more."", ""Corporate Social Responsibility"", ""We believe technology is a powerful force for good and are working to foster a sustainable future where everyone has access to the benefits and opportunities created by technology.""], ""removed"": [""Our mission is to empower every person and organization on the planet to achieve more."", ""Microsoft Philanthropies"", ""We believe technology is a powerful tool for social and economic inclusion, and we’re working to ensure that everyone has access to the opportunities it creates.""]}"
MSFT,2021,True,0.238411,substantive_change,"{""added"": [""Sustainability By the Numbers"", ""Microsoft will be carbon negative by 2030."", ""Get an interactive look at other ways our company is improving our environmental impact.""], ""removed"": [""Microsoft By the Numbers"", ""Adding up the stories that make Microsoft, By the Numbers is an interactive look at what drives us, from quantum computing to environmental sustainability."", ""Story Labs""]}"
MSFT,2022,False,0.0,unchanged_exact,
MSFT,2023,False,0.0,unchanged_exact,
MSFT,2024,True,0.300752,substantive_change,"{""added"": [], ""removed"": [""Our company"", ""Stay informed about Microsoft – from company facts and news to our worldwide locations and more."", ""Explore the world of Microsoft""]}"
NKE,2016,,,no_prior,
NKE,2017,,,indeterminate,
NKE,2018,,,indeterminate,
NKE,2019,,,indeterminate,
NKE,2020,,,indeterminate,
NKE,2021,,,indeterminate,
NKE,2022,,,indeterminate,
NKE,2023,True,0.250811,substantive_change,"{""added"": [""Company Hero Loop 032323"", ""A montage of film clips that affirm NIKE, Inc."", ""is a growth company and the biggest champion for athletes and sport.""], ""removed"": [""Company Video Loop - V3"", ""As Chief Operating Officer for NIKE, Inc., Andy Campion leads global technology and digital transformation, consumer demand and supply management, manufacturing, distribution and logistics, sustainability, workplace design and connectivity, and procurement."", ""From 2015 through 2020, Andy served as Nike’s EVP and Chief Financial Officer, a role that also included leading the company’s strategy function.""]}"
NKE,2024,True,0.024291,minor_edit,"{""added"": [""As EVP & Chief Financial Officer, Matthew Friend leads the company’s Finance, Demand & Supply Management, Procurement, and Global Places & Services organizations to drive end-to-end value creation for NIKE, Inc."", ""Matt joined Nike in 2009 working in Corporate Strategy and Development before becoming Chief Financial Officer of Emerging Markets."", ""Matt is a board member for United Airlines Holdings, Inc.""], ""removed"": [""Matt Friend serves as EVP & Chief Financial Officer at NIKE, Inc."", ""He joined Nike in 2009 working in Corporate Strategy and Development before becoming Chief Financial Officer of Emerging Markets."", ""Matt holds a bachelor’s degree in business administration from the University of California, Berkeley, where he was a pitcher for the baseball team.""]}"
NVDA,2016,,,no_prior,
NVDA,2017,,,indeterminate,
NVDA,2018,True,0.979789,substantive_change,"{""added"": [""In 1999 sparked the growth of the PC gaming market, redefined modern computer graphics, and revolutionized parallel computing."", ""More recently, GPU deep learning ignited modern AI — the next era of computing — with the GPU acting as the brain of computers, robots, and self-driving cars that can perceive and understand the world.""], ""removed"": [""Privacy Policy"", ""NVIDIA Privacy Policy/Your California Privacy Rights"", ""This policy was last updated on June 15, 2016.""]}"
NVDA,2019,False,0.0,unchanged_exact,
NVDA,2020,False,0.0,unchanged_exact,
NVDA,2021,,,indeterminate,
NVDA,2022,True,0.966102,substantive_change,"{""added"": [""Taking on the world's greatest challenges"", ""Taking on the world's greatest challenges"", ""Read our Story""], ""removed"": [""NVIDIA'S Invention of the GPU"", ""In 1999 sparked the growth of the PC gaming market, redefined modern computer graphics, and revolutionized parallel computing."", ""More recently, GPU deep learning ignited modern AI — the next era of computing — with the GPU acting as the brain of computers, robots, and self-driving cars that can perceive and understand the world.""]}"
NVDA,2023,True,0.964664,substantive_change,"{""added"": [""About Us: Company Leadership, History, Jobs, News | NVIDIA"", ""Nvidia - NVIDIA Corp Brochure"", ""Our Body of Work""], ""removed"": [""Taking on the world's greatest challenges"", ""Taking on the world's greatest challenges"", ""See our body of work""]}"
NVDA,2024,True,0.701837,substantive_change,"{""added"": [""Our work in AI and digital twins is transforming the world's largest industries and profoundly impacting society."", ""The iPhone Moment for AI"", ""Accelerated computing and AI have fully arrived.""], ""removed"": [""Our work in AI and the metaverse is transforming the world's largest industries and profoundly impacting society."", ""Powering the Metaverse"", ""The metaverse—the 3D internet—promises a world where virtual collaboration is effortless and industrial giants can experience the efficiencies of digital twins.""]}"
ORCL,2016,,,no_prior,
ORCL,2017,,,indeterminate,
ORCL,2018,True,0.325359,substantive_change,"{""added"": [""430,000+ Customers worldwide"", ""138,000+ Employees around the globe"", ""US$37.7B FY17 GAAP revenue""], ""removed"": [""About Oracle"", ""420,000+ Customers worldwide"", ""130,000+ Employees around the globe""]}"
ORCL,2019,True,0.338095,substantive_change,"{""added"": [""Emerging technologies are disrupting old paradigms and unleashing new opportunities."", ""Oracle has embedded innovative technologies in every aspect of our cloud, enabling companies to reimagine their businesses, processes, and experiences."", ""With the introduction of Oracle Autonomous Database, the industry’s only self-driving, self-securing, and self-repairing database, Oracle is again revolutionizing how data is managed.""], ""removed"": [""With 430,000 customers in 175 countries, Oracle provides leading-edge capabilities in software as a service, platform as a service, infrastructure as a service, and data as a service."", ""Learn more about Oracle and who we are."", ""Oracle Fact Sheet""]}"
ORCL,2020,True,0.859712,substantive_change,"{""added"": [""home nav"", ""View Accounts"", ""Sign In""], ""removed"": [""About Oracle"", ""430,000+ Customers worldwide"", ""25,000+ Partners worldwide""]}"
ORCL,2021,True,0.129293,substantive_change,"{""added"": [""Click to view our Accessibility Policy"", ""Skip to content"", ""Cloud Account Sign in to Cloud Sign Up for Free Cloud Tier""], ""removed"": [""Cloud Account Sign in to Cloud Sign Up for Free Cloud Tier"", ""Partners"", ""Oracle PartnerNetwork""]}"
ORCL,2022,True,0.210526,substantive_change,"{""added"": [""Search"", ""Back"", ""Cloud Account Sign in to Cloud""], ""removed"": [""home nav"", ""Sign In"", ""Back Oracle Account""]}"
ORCL,2023,True,0.214567,substantive_change,"{""added"": [""Oracle buys EHR pioneer Cerner"", ""Acquisition fits into broader mission: Build and deploy integrated, mostly automated healthcare information systems and processes."", ""2022""], ""removed"": [""Leadership to the power of three"", ""Safra Catz and Mark Hurd named Oracle CEOs."", ""Founder Larry Ellison becomes chairman of the board and chief technology officer.""]}"
